tweet_id,text,related
5915722210,"Meanwhile, I sat home alone worried and still trying to recover from my bout with the flu. fml",1
5915242910,Getting over the shortest bout of flu ever,1
5915190411,Worried about the news that under 5's having swine flu jab next. Anyone had it yet - any side effects?,0
5914591601,"getting ready for Magda's flu jab in Cester, apparently healthy babies are too healthy to get one....",0
5914277313,"Another Update Re:""H1N1 'super flu' plague in Ukraine spark concern, conspiracy theories about origins"": Another fa... http://bit.ly/51EMKQ",0
3870336510,"Air Kisses, Hugs, and Other Ways to Avoid Getting Swine Flu http://bit.ly/TF3q5",0
5913702404,Tamiflu-resistant swine flu causes new worry http://bit.ly/7onAke,0
5231484105,Go to mrsimcard.com The difference between Bird Flu and Swine Flu http://ow.ly/15XRdP,0
5231304213,@sarahshum Ugh. I'm getting a flu shot (hopefully) in about half an hour. :( Sorry yours is being ugly!,1
5231167709,Flu pandemic fear: too many people home sick overwhelms internet: Baltimore Sun This is not merely a question o.. http://tinyurl.com/yhsgd2n,1
5231028203,"Higher-Risk Groups Getting Vaccine First: While swine flu vaccines have arrived in Laramie County, short suppli.. http://bit.ly/4EyMRw",0
5230470108,How to Avoid Getting the Flu or Cold: http://bit.ly/EnJAi,0
5230454602,Just finished getting on my high horse about H1N1 - all this media hype is panicing everyone - would you normally come to hospital with flu?,1
5229862512,Flu pandemic fear: too many people home sick overwhelms internet: Baltimore Sun With the swine flu in full swin.. http://bit.ly/2a1eAb,0
5910444600,"Need Help with H1N1 Vaccine Fear? Sid the Science Kid Explains How Flu Vaccines Work: 
 There's also an iPhone .. http://bit.ly/6hA2sT",0
5910329905,Bird Flu News: Sinovac Biotech files shelf registration statement with U.S. Securities and Exchan.. http://digg.com/u1GmvB,0
5910328811,Bird Flu News: CEL-SCI commences clinical study of LEAPS-H1N1 treatment for hospitalized patients.. http://digg.com/u1Gmv8,0
5909190502,I hope this isn't the pig flu. Two and half days in bed and still no real signs of truely getting better :(,1
5908375508,"@ivebeenlinuxed I found multiple articles about this including 'Avian flu', 'Bird flu', 'Flu (influenza)', 'Flu jab', 'Pandemic flu', 'Sw...",0
5228293608,isn't afraid of swine flu. Swine flu is afraid of me.,0
4040368302,Vaccine experts gear up for pandemic of worry - Swine flu- m http://ff.im/-8eLAy,0
5228025912,isn't afraid if swine flu. Swine flu is afraid of me.,0
5227919713,na niggas aint out wit Masks on...dat swine flu got me nervous as fucc boutta stay in for da winter,1
5905650401,I wonder what kind of flu swines are afraid of?,1
5227617110,Does anyone have any intel re: swine flu jab and pregnancy? A pregnant friend is anxious as she has heard conflicting reports.,0
5227578605,RT @michaelianblack: Swine flu is getting a little ho-hum. May I propose man-eating tiger herpes?,0
5227332401,Hahahahaha wow! RT @michaelianblack: Swine flu is getting a little ho-hum. May I propose man-eating tiger herpes?,0
5227262010,@MaliyaD Oh! Dats a gud thing dnt worry swine flu is nothing and her baby will be okeih .. Dnt worry for ! Be happy hunny I promess;),1
5226840200,Flu Prevention: Bird Flu Monitor: Do Not Take The H1N1 Swine Flu Vaccine Until You ... http://bit.ly/4G62Zi,0
5226759207,Can't believe I'm just getting  home!! I have an exam at 8am and then I'm working at the clinic administering flu vaccines! Wish me luck!,0
5226749813,from times & transcr Who's getting flu shots?: Is southeastern New Brunswick being left beh.. http://bit.ly/ZWf4Y,0
5225636907,#H1N1 #Swine_flu on 3 Fav Sources like Gawker-Swine Flu Hysteria Reaches a New Low: Relatives Too Scared to Att.. http://bit.ly/2fr1Br,0
5225048808,"@spurofmom3nt - Who? Dennis? Certainly not, I am just thinking the photo has been stupidly exaggerated by the media - like Swine Flu.",0
5224726703,BIRD FLU NEWS Effort Launched To Find And Control Diseases That Move Between W.. http://tinyurl.com/yfqtxn6 follow warren today,0
4035378107,"RT @MattBesser Kanye just stopped the swine flu, saying the bird flu is the better pandemic.",0
5224558504,RT @michaelianblack Swine flu is getting a little ho-hum. May I propose man-eating tiger herpes?,0
5224474202,Anxious Crowds Meet Ad Hoc Swine Flu Police http://tinyurl.com/ylearcf,0
5224315414,Got blood all over my arm today. Fail. Hope it washes out of my shirt. Also got a lollipop for getting the swine flu jab - disappointing.,0
5224196304,#SwineFlu Anxious Crowds Meet Ad Hoc Swine Flu Police - New York Times http://ow.ly/15XNja,0
5224166909,Anxious Crowds Meet Ad Hoc Swine Flu Police - New York Times http://ow.ly/15XNbv,0
5223930112,New post: Anxious Crowds Meet Ad Hoc Swine Flu Police - New York Times (http://cli.gs/t012s),0
5227578605,RT @michaelianblack: Swine flu is getting a little ho-hum. May I propose man-eating tiger herpes?,0
4033778103,#swineflu Saudis dismiss Hajj swine flu fears but other states worry - AFP: AFPSaudis dismiss Hajj swin.. http://bit.ly/27QNdM,0
5223434913,@f_reddie lmfaorofl...nothing cures the pig flu like crazy white guy fros. lol. PS srsly hope u r not getting swine flu &lt;3,1
5223384001,Anxious Crowds Meet Ad Hoc Swine Flu Police: Efforts to get vaccines to those at high risk are colliding with w.. http://bit.ly/9XuYL,0
5224558504,RT @michaelianblack Swine flu is getting a little ho-hum. May I propose man-eating tiger herpes?,0
5227578605,RT @michaelianblack: Swine flu is getting a little ho-hum. May I propose man-eating tiger herpes?,0
5227578605,RT @michaelianblack: Swine flu is getting a little ho-hum. May I propose man-eating tiger herpes?,0
5227578605,RT @michaelianblack: Swine flu is getting a little ho-hum. May I propose man-eating tiger herpes?,0
5223201104,LOL! RT @michaelianblack: Swine flu is getting a little ho-hum. May I propose man-eating tiger herpes?,0
5227578605,RT @michaelianblack: Swine flu is getting a little ho-hum. May I propose man-eating tiger herpes?,0
5222926411,There is no need to get a flu shot its not that im afraid of the side afects it just dosent mater if your 9-60 years old,0
5222838706,muh. if I am getting sick and it's not swine flu I am going to be SO PISSED.,1
5222476007,NYT: Anxious Crowds Meet Ad Hoc Swine Flu Police: Efforts to get vaccines to those at high risk are collidi.. http://bit.ly/9IEaU,0
5222406214,is unsure about all this talk of vaccinations... def NOT getting the flu one,1
4031281102,So glad to hear Jillian will not be be getting swine flu vaccine.  I too am pregnant and don't want that crap in my body!!,1
3439986509,"Mad cow (no beef), Bird flu ( no chicken) and now Swine Flu (no pork).. so guess the only thing safe to eat is pussy.",0
5221322010,New post: Anxious Crowds Meet Ad Hoc Swine Flu Police - New York Times (http://bit.ly/3SJLhC),0
5888511505,Giving n & getting the flu shot....@billwhitt convinced me that vacation is more fun if I'm not sick,1
5887631304,RT @USATODAYhealth: 1.5M per day getting swine flu vaccine in China http://bit.ly/2YlJj5,0
5886095202,Don?t fear swine flu vaccine:  http://bit.ly/2M3yDp,0
5885442313,@SarahMaginnis yes. Both my girls have already had it and it was very mild - just a high temp for 1-2 days. Would be worried if flu....,1
5220035911,Top News: Anxious Crowds Meet Ad Hoc Swine Flu Police http://bit.ly/1AYmgM http://bit.ly/2kG0qO,0
5219976913,"@damontucker is getting the flu shot important? I never really thought about getting it, but lots of people tell me that I should.",0
5219884708,RT @nytimes: Anxious Crowds Meet Ad Hoc Swine Flu Police http://bit.ly/1AYmgM,0
5219649114,"@perlmunger All the cool kids are getting swine flu, but according to the resident Dr. Mom I only have regular flu. Missing all you NScoders",1
5219592112,"Picked up tickets for a haunted house on Saturday. Not sure what I'm more scared of scary demons, or scary demons with possible swine flu.",0
5218553808,these stupid flu commercials are getting really old really fast lol... Pc4pC 8),0
5218078502,Thinking about whether or not I should get the H1N1 flu shot. I don't particularly want to.,1
4427192511,is lil worried. 07 Chinese year of the Chicken bird flu; 08 Horse Australia got equine flu; 09 Pig swine flu. 10? It's the year of the Cock!,0
5217910501,Heard on Alex Jones radio show today...Obama's children are NOT getting the swine flu shot. Why should you?,1
5217843205,Swine Flu Hysteria Reaches a New Low: Relatives Too Scared to Attend An H1N1 Funeral [H1N1] : The CDC's complex.. http://bit.ly/WlgG5,0
5217804406,Ditto!  RT @KitchenStew: @5minutesformom I'm more scared of the #H1N1 vaccine than the flu itself!,1
5216358607,The best way to treat the flu?  Avoid getting it in the first place!! Check out www.uhichicago.com for some tips and advice,0
5215503412,Worried about Swine Flu? Check out our guide at http://Newport-com/swineflu,0
5215380614,back from getting the swine flu shot. didnt hurt at all.. really..,0
5215162503,"Mail Online: Players warned that spitting is a swine flu risk, but Bolton boss Megson isn't worried.. http://bit.ly/Uxw1u",0
5215162503,"Mail Online: Players warned that spitting is a swine flu risk, but Bolton boss Megson isn't worried.. http://bit.ly/Uxw1u",0
5214641412,"Daily Mail &gt;&gt; Players warned that spitting is a swine flu risk, but Bolton boss Megson isn't worried http://bit.ly/oixVV",0
3644630507,The approach of winter and flu has you worried? Worry no more Click Me for Health Now http://bit.ly/Tl8iC,0
5214565402,at the doctors for my swine flu shot.....many little kids are crying...im very scared help me mommy,0
5214526008,"@hntchen I skip the flu shot because I'm not young/old/sick, h1n1 is different because I am &lt;25 (biggest group affected), still thinking...",0
5213638806,Footballer spit sparks swine flu fear http://bit.ly/VzHip,0
5213545606,"@GraceyJones I've been hugging her most of the day!  Motrin's just reducing fever, not getting rid of it.  And her ped was happy it's flu?",1
5213322107,Do you think people are getting a little crazy about the H1N1 flu???,0
5213134504,Footballers Warned Against Spitting As Swine Flu Fear Thickens: Spitting stars have been issued with a stern warning. http://url4.eu/gCGS,0
4410854105,RT @KeeshRedd: @WP_SHAWN hey! whats goin on wit the pic?? lol ? Bird flu I move chickens!,0
4138681600,Do you know the difference between the bird flu and the swine flu? The bird flu requires tweetment and the swine flu reguires oinkment......,0
5212772513,does anyone else fear that the swine flu vaccination shot is a conspiracy?,0
5212435301,"bird flu, swine flu, now there's dog flu...should your pet get a flu shot? More at 6 o'clock on ABC 33/40 News",0
5212028112,Flu shots are getting mighty hard to find. Our latest: http://bit.ly/2ZDrGt (you may need to scroll down.) #H1N1,0
5878482904,Flu vaccine slow getting to Maine - Bangor Daily News http://bit.ly/4pfe98,0
5878195711,Parents should not fear intranasal flu vaccine. http://ow.ly/Dqt4,1
5210800514,"I am thinking of signing up for flu shot, then scalping my spot on StubHub RT @ocktalks1  Flu shot's available at work this week",0
5210260913,RT @schmind: @Tatiana_Noel i'm adventist. its bird flu lol&lt;--LMAO!,0
5210113507,RT @momlogic: Cheerleader Can't Walk after Getting Flu Shot http://su.pr/1uVhzr,0
5208885710,I'M WORRIED ABOUT KILEY. - she?s got serious swine flu. same with my cousin. I really hope i don?t get it... http://tumblr.com/xl53q11f4,1
5208745802,CR police getting H1N1 flu shots today.,0
5208658609,"@ShannonKButcher oh, thank god! i thought i was getting swine flu!",1
5208656300,Swine flu vaccine slow in arriving: only 8 million doses in a week: The agency had hoped to be getting 20 milli.. http://bit.ly/4wTqp,0
5208599207,"thats decided, going as swine flu for halloween. getting excited.",1
5208557612,National Council of Nonprofits has a H1N1 Flu Preparedness for Nonprofits page. If you are worried about how the... http://bit.ly/vXRPY,0
4515760605,"I'm getting a flu shot for the ones I love - especially this season. You should get one, too. Pass it on. www.walgreens.com/flu",0
5870323604,1.5M Per Day Getting Swine Flu Vaccine In China - Health News ... http://bit.ly/2TbHuT,0
5870107406,@natasharadmehr  Getting in early to wish you happy birthday for tomorrow and hope the burd flu is getting better! x,1
6214217903,Getting the flu shot...,0
5869034905,"Getting more ringtones :) found out that the swine flu vacc, could give me cancer!",0
5868899507,Getting the H1N1 flu shot today. Never thought I would be excited about getting a shot lol,0
5208547308,#news Swine flu risk to pregnant women: A leading obstetrician say he is concerned about the increasing number ..  http://bit.ly/4aynLw,0
5208505413,"@eammon Don't live in fear. Yes, you could get the swine flu. You could also wreck your car every time you get in it.",0
5208184206,@mmh1 Pfft! I don't have the flu--I've had my shot. Therefore there's nothing to worry about. :-P,0
5208181408,Heading out soon for a flu shot and a follow up at the oral surgeon. Getting older is a treat. Or is it a trick?,0
5207926502,RT @ericrumsey: Scientists in Midwest Examine Pig Farming for Answers on H1N1: Farmers Worry #Swine #Flu (WaPo) http://bit.ly/1JXgKP,0
5207722611,BIRD FLU NEWS Where to find seasonal flu vaccines (source: wtopnews.com) http://tinyurl.com/ygu5yye follow warren today,0
5866605500,Mall Santas Fear Swine Flu - Holidays News - Holidash: http://bit.ly/3uAOhM via @addthis,0
5865808805,Getting a flu shot so my wife can stop hassling me about it :),0
5865627710,"Starting today, New Yorkers concerned about the H1N1 flu will be able to consult a reg nurse by calling 311 info line: http://ow.ly/DKj6",0
5865508408,"Had my swine flu shot yesterday, now my coughs sound like oinks, should I be worried?",0
5865281008,Mall Santas are worried about catching swine flu from snotty nosed brats who spread germs like cockroaches. They're taking precautions.,1
5206907303,"Mass flu clinic this week doesnt even know what/if theyre getting vaccine yet. Lots o' confidence n that indeed. I'll wait 4 my doc, thanks.",1
5206833903,"hmm kids r fattest ever, lowest vitamin D ever, getting hammerd by pig flu, and spend most time in front of a screen of some sort..",1
5206451707,Wats the difference between swine flu and bird flu? (Dislcaimer this joke is wack),1
6244371301,Fear the flu? Some answers here  http://bit.ly/HCsEP,1
5206322007,Footballers Warned Against Spitting As Swine Flu Fear Thickens http://bit.ly/gfNSM,0
5206304006,Is everyone getting the N1H1 flu shot?,0
5206112014,Worried about the H1N1 Flu (aka Swine Flu). Go straight to the source for the most accurate information - the CDC's... http://bit.ly/mqWVh,0
5205952403,"Senate moderates voice concern over public option 
    (AP)Swine Flu Updates! http://tinyurl.com/yhzf3rj",0
5205706701,everyone's getting sick...the flu/seasonal cold is going around the office... R you getting the #vaccine  for the #flu or #h1n1?,1
5205590901,I'm glad the swine flu epidemic has so many people worried.  It makes skipping class a lot easier.,0
5205409207,"People, stop getting sick! I know 5 people who have/had the swine flu and about 20 who are/were sick! Definitely stocking up on vitamin c!",1
5205334309,Carlo Ancelotti not concerned by swine flu outbreak: Business as usual says Blues' boss? http://bit.ly/6jZZL,0
5205112313,Steping outside house to go for a lil drive with dad. One small drive for me. One giant drive for getting over the flu.,1
5859943701,1.5M per day getting swine flu vaccine in China - The Associated Press: Albany Times Union1.5M per day getting .. http://bit.ly/ajx8H,0
4607707014,"Also could this virus have been related to the bird flu? Can we trust world -wide
governments to tell  the  truth!!!!!!!!",0
5204682910,getting my regular flu shot today but not the H1N1,0
5204650506,Swine flu jab link to killer GB syndrome: Leaked letter reveals concern of neurologists over 25 deaths in Ameri.. http://bit.ly/eC6e5,0
5204331807,Omg! I'm never getting another Flu shot or the Swine Vaccine!! You can end up not being able to walk!!! How deee http://myloc.me/1dp13,0
5204275808,My daughter has developed the flu so I'm home with her.  I'm thinking of putting on 'Star Wars' so I can make a joke about R2D2H1N1.,1
5859895206,just got swine flu injection. kinda nervous about this,0
5859794909,the bird flu endemic in the world http://is.gd/4YPL9,0
5858805313,newStream ?: Why bird flu has not become a pandemic http://tinyurl.com/yko2kub,0
5858731010,Mall Santas Fear Swine Flu - Holidays News - Holidash: http://bit.ly/qoYyk via @addthis,0
5858292301,"News Story 11/18/09 - http://twurl.nl/xgm2d0

It isn't getting as much press as the H1N1 flu virus, but it's extremely lethal. Chronic Obs..",0
5857906907,Dr. Sanjay Gupta is full of crap. I mean what kind of doctor are you if you can't even avoid getting swine flu?,1
5857147813,"#swineflu 'Tis the season for swine flu, and Santa is scared - Tampabay.com: CTV.ca&#39;Tis the season.. http://bit.ly/4FCZWY",0
5855679706,SWINE FLU NEWS 1.5M Per Day Getting Swine Flu Vaccine in China (source: New York Times) http://tinyurl.com/yll5u8m FOLLOW ME,0
5203607702,Just booked time off to take Finley to one of the H1N1 flu shot clinics here in Ottawa. Long waits but I think it's better than getting it.,1
5203486700,"with everyone around me getting sick with colds & flu, Vit C is my best friend!!!",1
5203456602,"First we had mad cow disease, then the bird flu, and now we have swine flu. Holy cow, it's Farmageddon!
-Said by a 15 year old girl",1
5203287200,"@herbadmother Not what anxious fathers like to read either. 12 year old son is home sick with ""the flu and a cold"", according to his doc. :p",1
5203138007,Flu Season: The health department is currently out of the seasonal flu vaccine. We do anticipate getting more. .. http://bit.ly/N90a2,1
5854314414,"Dr. Shawn&#39;s Blog ? Population and Individual Statistics and A Few ...: For me, not getting the flu vaccine .. http://bit.ly/4asKlS",0
5854054906,Schoolchildren to start getting swine flu vaccinations next week http://bit.ly/42PD2K,0
5853139705,"1.5M per day getting swine flu vaccine in China: China's health minister said Wednesday hi.. http://bit.ly/48UgWY
 http://bit.ly/1Y7RsT",0
5853094400,1.5M per day getting swine flu vaccine in China|China's health minister said Wednesday his country is vaccinating .. http://oohja.com/x2l6q,0
5853021502,USA Today:  1.5M per day getting swine flu vaccine in China . More #Swine Flu #news - http://tinyurl.com/lwe3fk,0
5852884913,"1.5M Per Day Getting Swine Flu Vaccine in China - ABC News: China's health minister said Wednesday hi.. http://bit.ly/1BnYXy
 #swineflu",0
5852118014,1.5M per day getting swine flu vaccine in China http://bit.ly/1NmpG5 #health #wellness,1
5851679100,New research helps explain why bird flu has not caused a pandemic http://bit.ly/1Q6b3j,0
5851326412,"RT @AndreaTannouri: Interesting graphic, if you are scared of Swine Flu & need some perspective http://bit.ly/2naiWV Merita RT",1
5850762409,"Day 4: Seinfeld, Seinfeld, friends, friends, Seinfeld, Seinfeld, sex and the city, sex and the city....the flu is getting boring",0
5850681209,RT @fredshadian: 7 Darn Good Reasons You Need Not Fear the Swine Flu: http://sn.im/tartp (via @ChrisCade),0
5849320009,China health minister says 1.5M a day getting swine flu vaccine ...: 1.5M per day getting swine flu vaccine in .. http://bit.ly/zL6Si,0
5849236502,Must be getting over the flu. Just got an erection for the first time in several days. Zombie penis lives!!!,1
3852258402,@sluggirl I'm actually a little surprised that this campus hadn't already done bird flu planning. I was drawn into that back in IL.,0
5849045612,Found out that getting the swine flu vaccine is in two different ways for a reason the spray contains live strands http://tl.gd/100np,0
5848897807,H1N1 Swine Flu symptom worry has Moms doing more for their children&#39;s health: Examiner.com A survey release.. http://bit.ly/2jSEsX,0
5848809808,H1N1 Swine Flu symptom worry has Moms doing more for their children&#39;s health http://bit.ly/4gCvrd,0
5845998712,@Trina_in_RI I will be ur friend as long as u keep the bird flu to urself!!!!!!,1
5845688808,Goldman: Flu Fear Spurs Donation! | The Big Picture: (Reuters) New York: Having inoculated its employees with H.. http://bit.ly/1ZERnI,0
5845487114,Why H5N1 didn't cause a pandemic: Via Healthcare Republic.com: Researchers identify why bird flu did not cause .. http://bit.ly/1hNTQu,0
5845102613,"Fight away the FLU, make sure you're getting enough VIT D",0
5844685800,Sitting with the Twitter bird thinking about swine flu.,1
5201657601,Swine flu vaccine : like getting a mild flu and a painful left shoulder. ?,0
5201646102,How can you reduce your chances of getting #swine flu?  http://ow.ly/wQ09,0
5201349109,@Carlisles_Esme_ the hospital is rampant with the flu today so I am afraid I will be occupied much of the day. *big hug*,0
4602696611,"Flu shot 2.0, errands, post writing, and getting ready for the next 2 trips in 2 weeks.  Busy Sunday!",0
5201323905,"RT @tweetmeme 3rd Story ? Desiree Jennings Getting Worse, All From Flu Shot! ? VaccinationEducation.com http://bit.ly/1dS6S8 #vaccine",0
5201227609,Getting ready to get the flu shot...the nurse looks like she's eddie munster sister...or brother??,0
5842277800,Ala. schools getting nasal H1N1 vaccine: Alabama Health officials say there has been no let up of the swine flu.. http://bit.ly/ga8MA,0
5841707312,Swine Flu got you down? Thinking about getting the H1N1 Vaccine? I did it! Here's my report http://boyermeetsworld.wordpress.com/,0
5841453203,Wow just got a shot (no not for swine flu) but damn my arm hurts. And why on earth does getting a shot always make me laugh hysterically?,0
5199710301,"I have this bad gut feeling about getting an H1N1 shot.  Never had a flu shot in my adult life, why start now? (knocking on wood)",0
5199410511,RT @PhillyInquirer: Student's sudden death fuels fear of swine flu. http://bit.ly/2qtzfy,0
5199164904,Worried About the Flu in Arlington? http://bit.ly/3ecQsK,0
5199064905,GUARDIAN Gary Megson not concerned by threat of swine flu infections from Chelsea: ? Bolton have alread.. http://bit.ly/31cB5Y,0
4596009913,RT @boandcharlie: Woman paralyzed after getting swine flu shot in 1976 http://url4.eu/a26m,0
5198930109,Guardian &gt;&gt; Gary Megson not concerned by threat of swine flu infections from Chelsea http://bit.ly/4pUJ3V,0
5836450610,Most likely I won't be getting the vaccine either. The swine flu hasn't ... (YouTube http://bit.ly/uCpCd),0
5836359309,plus side of my flu-induced weight loss (and excuse me if this is TMI): no longer any need to worry about wearing a bra.,0
5836331804,"hey, remember bird flu?",0
5836076806,"I can't believe it, but I think I'm getting sick again. I've had more colds / flu bouts this year than I can ever remember having!",1
5196695005,Morning!!!!!!! Just found out i have my flu jab 2 day!!!=[ 1 problem i am sooooooooooooooooooooooooooooooooooooo scared of needles!!!!!!!='[,0
4649395612,Backstreet Boys Show Us the Meaning of Getting Swine Flu - E! Online : http://bit.ly/tEbb2 #Griep #H1N1,0
5196302008,"Worried about my babies getting swine flu, or the regular flu, or sick period!  ... http://lnk.ms/2n9l8",0
5195844111,POULTRY NEWS: BIRD FLU: India Declared Free of Bird Flu: GLOBAL - Summary of Bird Flu / Avian Infl.. http://bit.ly/l8jXw,0
5195565213,"Political fallout is seen with swine flu: By DAVE HELLING Like anxious doctors in an emergency room, health sys.. http://bit.ly/3N80Qr",0
5195516100,"Political fallout is seen with swine flu: By DAVE HELLING Like anxious doctors in an emergency room, health system stakeholders are now t..",0
5195260111,Indonesia: Two Suspect Bird Flu Patientis Begin To Improve  http://bit.ly/RKLAw #birdflu #H5N1,0
5195179513,@jingstri BIRD FLU OVER THE SWINE FLU'S NEXT #obamamovies,0
8658302804,"Wow!!! Never having to worry about getting the flu again or suffering from migraine headaches, sinusitis, anemia, .. http://bit.ly/zQix4",0
5834683912,is nursing a mini migraine after getting the H1N1 flu shot yesterday... oh joy... blood vessels behind my eye are pulsing...  :(,0
5834629210,worried about Swine Flu  http://clients.prosender.com/b/lwQM,0
5834222709,RT @undagroundmilli @KenyaBell Hi Kenya.  I just got over a little flu bug.  Hope you're not getting sick.,1
5834067313,@Alyssa_Milano the is good tweetment for me - I think I have the bird flu.,1
5833941603,Post: The OEs Blog - Swine flu a concern for Santas this year http://is.gd/4Yanf,0
5833921709,RT yes getting her the flu and h1n1 shot  @FatherWizard: @cdanigirl She all right ?,0
4353294509,Wow..soo the flu shot may put you at risk for H1N1 -&gt; will you be getting the flu shot this year? http://tinyurl.com/m39fqk,0
5832986102,New blog post: News: Drug counterfeiters bank on peoples' fear of flu http://bit.ly/3k1ZKy/,0
5832696211,H1N1 Flu Update: Better Not Cough! Santas Want Swine Flu Shots: Santas across the nation worry .. http://bit.ly/2RS6Xn,0
5832675306,why does my arms feel really sore. Is it due to me getting my swine flu and seasonal flu jabs or is it swimming 35 lengths?,0
5830880211,I hate getting flu!! My nose's clogged and I can hardly breathe!!..,1
5830229300,Fluheadlines UK 'Rejects' Swine Flu Jab: It is said to be because they fear side-effects or think t.. http://bit.ly/3d67yM,0
5829421108,Are you pregnant and concerned about swine flu? For information and advice on how to protect you & your baby go to http://bit.ly/17j2EM,0
4348879100,"@Saramaria I'm just getting over being so sick, I think I had or have the flu :(",1
5829131008,"Attention Paranoids! The new virus to fear is no longer the ""Swine Flu"", now it is the ""Rhino virus"".",0
5828993102,"RT @repgregwalden http://twitpic.com/pznhl Oversight flu hearing getting underway. First witness panel includes CDC, HHS and FDA.",0
5827938010,@myriadian and have me personal space invaded? In this age of Super swine-bird-hamster flu?,1
5825108702,"Getting the H1N1 flu shot today and reducing mercury intake. So long, and thanks for all the fish.",0
5824068803,Worried About the Flu? Get Your Juice! #health #drink #distributor #nurse http://sites.google.com/site/createmomentumteams Monavie Helps!,0
5823252911,"Bird Flu News: Asuragen enters into an exclusive agreement with Life Technologies: Asuragen, Inc... http://digg.com/u1GbFs",0
5823011408,"Sometimes the viral nature of the Internet is great. Other times, it just spreads a mistake like a bad case of bird flu. ARGH!",0
5822762704,"Worried about H1N1? Check out ""Swine Flu, Round 1"" by Pulitzer Prize winning author Larry Wright http://om.ly/cFas""",0
4344923202,"@KiaraSlytherin *laughs as magical birds flutter around her head* If you don't get an Outstanding for this, someone's getting the bird flu!",0
5187942004,Getting over the flu ! Have a killer mirgraine that wnt go away  ... http://lnk.ms/2mm7h,0
5187839910,India declares itself free from bird flu,0
5187688904,@gingercara I'm not getting either flu shot either and neither is my son. Docs can say they don't cause autism all they want. I don't believ,1
5187444613,@GuardianOfGaia Thanks for the wishes.  My doc says it's nothing I really have to worry about.  Just to tough it out like any other flu.,0
5187195404,@42bkdodgr hi Charlie - thinking I might have the flu...:-(,1
4639774310,"So many people are getting the swine flu, a 14 year old girl in my county just dade from it. =(",1
3724185108,everyone is fighting and screaming and to top it off im sick! im scared that it might b swine flu!,1
5819077205,"If H1N1 joins with the bird flu, pandemic may be much worse - The China Post http://retwt.me/1Ky5j (via @h1n1vaccine)",0
5818756209,dammit i hate getting the flu... i wonder if i should get drunk and burn the germs with alcohol... someone needs to prove the theory...,1
5818441005,@KeenSilva BIG BIRD FLU,0
5185115305,RT @SusanDelacourt: Prime Minister Stephen Harper will be getting his flu shot http://ow.ly/15XsF5,1
5184759810,"RT @mercola:AVOID GETTING FLU by NOT smoking. It dries out nasal passages & paralyzes cilia,the small hairs that helps.. http://bit.ly/L53Gx",1
5184372901,215 kids adbsent from my school today 45 went home early and 14 teachers are out. this swine flu thing is really getting out of control!,1
5816141913,Not worried re: Swine Flu but worried about travel to Mexico because of gang violence? Don't be!  http://bit.ly/4boZXH Look!  Not so bad.,0
