tw_id,text,location,long,lat
972331142073368576,RT @ComatoseSosa: Please stop giving people who are intellectually inept platforms to speak. This is how stupidity spreads like the flu in?,NorthSac/RanchoCordova CALI.,,
972328546109542400,"RT @DrPanMD: ""The #flu has been spreading quickly in California ? and it?s not over yet. A late-season strain is going... https://t.co/nvll?",San Francisco,,
972327396383715328,@PickleCatShow @CRTV @NRA @NateMaddenCRTV Here's another government population control for you... Man made Swine Fl? https://t.co/x8SpfXJ43S,San Jose,,
972321709515837441,RT @ComatoseSosa: Please stop giving people who are intellectually inept platforms to speak. This is how stupidity spreads like the flu in?,Universe 7,,
972321496218599425,RT @ComatoseSosa: Please stop giving people who are intellectually inept platforms to speak. This is how stupidity spreads like the flu in?,USS Enterprise ,,
972320724680556545,Please stop giving people who are intellectually inept platforms to speak. This is how stupidity spreads like the f? https://t.co/2O68mOiF1W,"San Francisco, CA",,
972317833274146816,@NJ_Snyder Of course not. I believe in the science of all vaccinations EXCEPT flu shots.,"Oakland, CA",,
972314944262688768,"RT @ThinkLumi: I think my favorite Parks and Rec moment is when Leslie has the flu and Andy is on the computer and says ?Leslie, I looked u?","Flagstaff, AZ",,
972311734261202945,"Just got over the flu 2 weeks ago. Today, for lunch, I went to have Mongolian BBQ and the damn cook kept coughing.? https://t.co/ej96GzI4LN",United States,,
972309454212489218,"""The #flu has been spreading quickly in California ? and it?s not over yet. A late-season strain is going... https://t.co/nvllKuodjw","Sacramento, CA",,
972305518738907136,"RT @ThinkLumi: I think my favorite Parks and Rec moment is when Leslie has the flu and Andy is on the computer and says ?Leslie, I looked u?",eastern arizona college,,
972303882155122688,I think it?s the flu.  Some friends are saying similar symptoms,"San Francisco, CA",,
972303614390628353,"RT @ThinkLumi: I think my favorite Parks and Rec moment is when Leslie has the flu and Andy is on the computer and says ?Leslie, I looked u?",Where the Spaghetti is,,
972302305352613888,Okay after a bunch of tests they say I am perfectly healthy.  Food poisoning or really bad flu,"San Francisco, CA",,
972302191364005889,@jasonkeath Hi Jason - I had the flu this week and missed out on these sessions. Can I still purchase access ?,"San Francisco, CA",,
972301466462429184,"I think my favorite Parks and Rec moment is when Leslie has the flu and Andy is on the computer and says ?Leslie, I? https://t.co/V49icZRg1V","Palo Alto, CA",,
972295548601552896,RT @KQEDscience: ICYMI: US Panel Says it?s Okay to Use Nasal Spray Flu Vaccine Again https://t.co/pumgKgxJR5 #FutureOfYou https://t.co/3KNn?,"McKinney, Texas",,
972291832162889729,@JoscoJVTeam @GenAugustoP I especially appreciate everyone with colds and mild flu breathing and coughing on everyo? https://t.co/AjztPJ3wo6,Central California,,
972290679392026624,ICYMI: US Panel Says it?s Okay to Use Nasal Spray Flu Vaccine Again https://t.co/pumgKgxJR5 #FutureOfYou https://t.co/3KNnc4hUKr,"San Francisco, CA",,
972289844171784192,"@washingtonpost To hell with religious objections. You give some elderly person the flu , unacceptable.","Marysville, CA",,
972289275965288448,Hello. I do not like the flu. But I do like cats. And hot water bottles.,San Francisco,,
972286161518342144,"apparently i have the stomach flu, and i think it?s something worst. no way i can lose 12 lbs in less than a week.","Union City, CA",,
972281308880822275,"RT @KPbewelldoc: ??#Influenza B is still hitting hard especially #school-age #kids.
Keep them at home till 24 hrs after they no longer have?","Rosario, Argentina",,
972281167662600192,"Flu season is not over yet, the CDC cautions
 https://t.co/dUE9151EQd","San Francisco, CA",,
972273343956176896,Flu vaccine grown without eggs offered stronger protection this season #fluseason https://t.co/m8rWMVGFAm by? https://t.co/pM34viYuOi,"Santa Rosa, CA",,
972273044629499904,@theamandabatty Prob knocked that case of the flu right outtayou!,"Monterey Bay, CA",,
972264878181269504,"I work in public education, therefore I have had the flu 3 times this season. ???","Oakland, CA",,
972262162935590912,@WIRED Flu.x..,stockton ca.,,
972261165941243904,Caught the flu and I just wanna say if one of the kids I work with gave it to me I?m asking for a pay raise,"San Francisco, CA",,
972261163919491073,"RT @MoneyMan11_: Fade who? You wouldn?t even fight the flu, aim high nun below the chin when im sliding through ?????",,,
972260573638361088,"Fade who? You wouldn?t even fight the flu, aim high nun below the chin when im sliding through ?????","Oakland, CA",,
972253035559763968,"@wilshipley Well... for starter I didn?t have the flu ?

And I?m totally attributing this to the fact that my? https://t.co/XAntsklEPq","San Francisco, CA",,
972248930175008768,RT @ArmsControlWonk: PS: To be clear -- we need to talk to North Korea. But Kim is not inviting Trump so that he can surrender North Korea'?,NAU,,
972246148688809984,"THE FLU SHOT with Dr. Watson and Mrs. Crabapple (Comedian Scott Wood / Mr. Punchline):  https://t.co/Pc1vPZpSfk

Wa? https://t.co/3aXoD4VO1P","Santa Rosa, CA",,
972244526973661184,@SFEdge Is that the as the flu?,San Francisco,,
972243379982557184,@kangaroo5383 Did you get a flu shot this year? Not too late ? there are still three other flus out there.,"San Francisco, CA",,
972240227640147968,Thanksgiving for Recovery from the?Flu https://t.co/pLMDADG1lz https://t.co/1Y0hNfTu8n,"San Leandro, CA",,
972235042398326784,"RT @jilevin: Nursing home forced employee to get a flu shot despite her religious objections, Justice Department suit says https://t.co/Ra2?",,,
972235005865766913,It?s almost like I got the flu so I?d be forced to lay in bed with my computer all day and remind people that me an? https://t.co/99a5Z5ro21,city of angels.,,
972233604620206081,"@CCtheLibrarian I?ve bought a chocolate muffin, sat down so I could REALLY enjoy it... nope! bran with raisins. My week sucked too. Flu.","Mill Valley, CA",,
972230689302093824,Not only do I have the flu but so does Camila? it?s horrible watching your baby go through pain and not be able to do anything about it ?,"Oakdale, CA",,
972230583337267200,"#Flu season still isn't over yet, but the good news is fewer people are getting sick across the U.S., @CDCgov says.? https://t.co/V9LYUnOLvH",San Francisco,,
972230434737217536,"@extrabaggs I remember I had to get a cortisone shot for my wrist... which then turned into a flu, tetanus, and blo? https://t.co/fRXbCi77cz","Danville, CA",,
972226811659776001,"""The #flu vaccine?s arguably more important purpose is preventing flu hospitalizations and deaths.... getting... https://t.co/dOo65wyYGR","Sacramento, CA",,
972224990618664960,"RT @CAPublicHealth: CDPH's weekly influenza report has been updated. To find the latest flu data, please visit https://t.co/6zRhOAfU4L

As?",,,
972222120271937536,"Nursing home forced employee to get a flu shot despite her religious objections, Justice Department suit says https://t.co/Ra2dcD3lpk","San Jose, CA",,
972219495669477377,Here's what to do if you get a nasty flu this year: https://t.co/zVuCaPLCA1,"San Francisco, CA",,
972217389294211074,"That's because this flu season, the predominant strain was influenza H3N2 which doesn't grow as well in egg... https://t.co/NC0ZckyVr4","Saratoga, CA",,
972216932521852928,"Flu vaccine grown without eggs provided measurably better protection this season, FDA says https://t.co/v9UuZS01jg via @statnews","Saratoga, CA",,
972216347718332417,"I wanted to lose ten pounds before the wedding, and then I got the stomach flu and lost 7 pounds over night.. I cou? https://t.co/8HehNX8dq8","Jackson, CA",,
972215115381555200,@welliver_titus At least we haven?t got the Spanish Flu to deal with. Read an article at its centennial? very scary.,"San Francisco, California",,
972214230387630080,"@fergus1281 @Shawnrgreen74 @DrGaellon @JaclynCorin Have you heard of ""population control?"" From 2009 to 2017 our go? https://t.co/uUxBoIi6t2",San Jose,,
972213800991633414,"RT @KQEDscience: ICYMI: Okay, Your Flu Symptoms are Better. But Are You Still Contagious? https://t.co/ds3O7hDVnp #FutureOfYou https://t.co?","Washington, DC",,
972213220550230016,"ICYMI: Okay, Your Flu Symptoms are Better. But Are You Still Contagious? https://t.co/ds3O7hDVnp #FutureOfYou https://t.co/iPzQO4FGQh","San Francisco, CA",,
972209589541195776,RT @KTVU: Hasta Muerte Coffee in the Fruitvale District is denying police officers any service. https://t.co/9qrtG0oyq8,NAU,,
972208722788282368,https://t.co/drfyfX7THs Gluten Free foods for Picky Gluten Eating kids: Line the pans with parchment or foil and wa? https://t.co/9BOJIAcmAt,"Santa Rosa, California, USA",,
972200973186797569,FLu Shots Kill Confimed by EXPERTs https://t.co/aM0PnMaclH,"Santa Rosa, CA",,
972196077767151616,"Wishing you wellness, Berkeley! Check out our latest blog post filled with helpful tips to stay healthy as we... https://t.co/frGTPOQk40","Berkeley, CA",,
972190553046691841,Follow these expert tips to steer clear of the flu. https://t.co/0TlOzybAog,"San Francisco, CA",,
972190371785551872,"RT @CAPublicHealth: CDPH's weekly influenza report has been updated. To find the latest flu data, please visit https://t.co/6zRhOAfU4L

As?","Sacramento, CA",,
972189633449635840,"CDPH's weekly influenza report has been updated. To find the latest flu data, please visit https://t.co/6zRhOAfU4L? https://t.co/8jt55g4VIS","Sacramento, CA",,
972188698287550465,"Yeah, no shit. I even had a flu shot in October.

Flu season is not over yet, the CDC cautions

https://t.co/JRQGXRYxJv","Santa Cruz, California",,
972188608487706630,RT @lisaknit: @HamillHimself @BonneMarieBurns @NJSimmondsTPK Sent this to my ?almost four? granddaughter who loves you and is down with the?,,,
972185412507750400,Weekly Specials: NDS 2016 Air Jordan 12 Retro Flu Game (#42795) Sz 4y w/ Replacement Box In? https://t.co/g2AZxg2Mw9,,-122.26435,37.77508
972184360643416064,Mandatory flu vaccines for healthcare workers reduce absenteeism https://t.co/jpb1B4OWUS,"San Francisco, CA",,
972179412580958208,Weekly Specials: NDS 2016 Air Jordan 12 Retro Flu Game (#42796) Sz 8 w/ Box In Great Condition? https://t.co/7YuI0GJzPE,,-122.26435,37.77508
972177374010793984,Don?t come around me with no bad attitude that shit like a flu.,"Oakland, CA",,
972176428992118784,@stellarclass I was out sick yesterday and also didn?t get a flu shot :(,"San Jose, California",,
972171465587007488,"During the Great Flu Attack of 2018, my wife introduced me to ""The Good Wife."" From the title, I thought it was som? https://t.co/kXTQ72Hhdd","Soquel, California, USA",,
972169349128744961,"RT @Kyoko4US: Lots to ponder. So instead of talking about how bad this flu season is, I should tell you that thanks to... https://t.co/2BQc?",,,
972168697644134400,I?m 87% sure I have the stomach flu... this might be my body?s way of stopping me from doing things this weekend that I?ll regret.,San Francisco ,,
972168327228526593,"Lots to ponder. So instead of talking about how bad this flu season is, I should tell you that thanks to... https://t.co/2BQcL40DOd","Livermore, CA",,
972168326091718657,"I can't help but feel used, abused, and kicked the curb.

A rogue flu virus commandeered my body's cells to create? https://t.co/hRlOZXbmLo","Soquel, California, USA",,
972166653034352640,Can you have sex when you have the flu? Short answer: no. https://t.co/MNP190M9NP,"San Francisco, CA",,
972166483353665536,"RT @youcaring: In early January, Kiley Lane went to the hospital for what she thought was the flu. She is now in the ICU with a #Hantavirus?","Penafiel, Portugal",,
972165391542771712,Self-care for the flu -  https://t.co/CZD2h7xfus #,"San Francisco, CA",,
972165157064511488,Flu App Locates Disease Outbreaks https://t.co/VYVUueJ0wl https://t.co/wO44rn3AOa,"San Francisco, CA",,
972161932886130688,@EddyElfenbein Eddy. Don?t give them ideas. Bad enough they give the elderly cheese at a price of zero. And don?t g? https://t.co/3WWMEbLmSz,"Silicon Valley, CA",,
972155418461040640,This #fluseason isn't through yet. Here are some rules to live by to avoid catching the flu (and remember to stay h? https://t.co/1U6ACEpYSD,"San Carlos, CA",,
972155370822086656,Blog Magazine https://t.co/mRLw4kzIxB : The flu season is on the way and the only way to prevent colds and flu is t? https://t.co/PWQWqACMSN,"San Jose, CA",,
972151319036399616,In @KHNews: Crowded Shelters And The Vicious Flu Brew Perfect Storm For The Homeless: https://t.co/TY3PbbZzwL #SDoH #Housing #HealthEquity,"Oakland, California",,
972138925643923456,The flu vaccine has a very impressive effect on mortality rates from flu and from secondary infectious... https://t.co/Ptnd27KHGG,"San Rafael, CA",,
972136641275006976,I have the flu and i?m searching for jobs. why is this life?,somewhere you're not !,,
972134729238700032,"RT @CriticallyKevin: 2. Good news! I?ve avoided crowds this whole winter to avoid this vicious, sometimes lethal #flu going around, which w?","Ohio, USA",,
972131316270551041,"Fri. whartonknows on BizRadio111 (10:30A ET):

Why is the #flu so bad this year? UPenn research shows why &amp; impact? https://t.co/dwmUrU8yFM",London / San Francisco,,
972123939055968258,"Their 6-year-old daughter was dead, killed by the flu, but the worrying was just beginning #flu #fluvaccine #autism? https://t.co/tmzUSXQg2W",San Francisco,,
972122885979598853,"214 flu deaths reported in California so far, per CA Public Health https://t.co/nl2MeqDF34","San Jose, CA",,
972119859143303169,CA Public Health NBC Bay Area Shawn Murphy Flu Deaths in the BayArea: 43 people 20% of California deaths Flu activi? https://t.co/5I6Rfj3fom,"San Jose, CA",,
972119032127090689,@thebakingnanna1 That flu/fever is so scary.......so grateful!!!!!,Moraga Ca,,
972112395664576513,Cannabis for Cold and Flu Season https://t.co/sBbFTJ3xcl,"San Francisco, CA",,
972107774762061824,New this morning: Vaccine records for 97 California flu victims show 42% who died were vaccinated per? https://t.co/EyTQGmX24k,"San Jose, CA",,
972103491605925889,"On March 9th (Noon) and 22nd (11:30AM), meet local author Trina Burnette and hear a read-aloud of her book A Little? https://t.co/yGYLYKOxjr","Rancho Cordova, CA",,
972101332160069632,"RT @youcaring: In early January, Kiley Lane went to the hospital for what she thought was the flu. She is now in the ICU with a #Hantavirus?",United States,,
972099487748378624,New this morning: Vaccine records for 97 #California #flu victims show 42% who died were vaccinated per? https://t.co/JaFkVhk34V,San Francisco Bay Area,,
972094989277810688,Blog Magazine https://t.co/mRLw4kzIxB : Steaming essential oil is an effective way to ease the muscle pain and cong? https://t.co/Ot1ONQoWw2,"San Jose, CA",,
972092268076322816,Flu Game 12's https://t.co/lxNxrc4Jvb,City of Angels,,
972084084863393794,Atlanta homeless receive flu vaccinations from Fulton Board of Health https://t.co/hjlDIG5pcW,"Alameda County, CA",,
972068015910072320,"RT @LairmoreDVMDean: China reports highly pathogenic H5N6, H7N9 bird flu outbreaks @OIEAnimalHealth @FAOAnimalHealth @GlobalVirome @SydneyU?",Colombia,,
972023944759906304,Flu App Locates Disease Outbreaks https://t.co/165wugO70t https://t.co/j31SJYo2Qy,"San Francisco, CA",,
